project_id,project_type_id,title,description,start_date,end_date,synopsis,synopsis_plagiarism_similarity,created_by,package_type_of_user,production_dates,production_locations,crew_roles,casting_roles,review_status
11,Documentary,Upgradable logistical initiative,Travel figure state stuff myself. They quickly research attorney response. Need executive reflect fight people girl score. Senior manager both laugh.,2025-02-23,2025-08-02,How because upon gun low care really. Deal activity every. Prepare worker position economic population civil.,0.15,brianthomas,premium,"{""rehearsal_date"": ""2025-02-13"", ""shooting_start"": ""2025-03-08"", ""duration"": ""5 months""}","[""Colombo"", ""Trincomalee"", ""Galle""]","[{""role_name"": ""Art Department Assistant"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Coordinator"", ""compensation"": ""Negotiable""}, {""role_name"": ""Script Supervisor"", ""compensation"": ""47K LKR""}, {""role_name"": ""Stunt Coordinator"", ""compensation"": ""Negotiable""}, {""role_name"": ""Director"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Narrator"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""39K LKR"", ""description"": ""Water arm wrong certain million perhaps begin.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""23K LKR"", ""description"": ""Economy she drug party record president break address quality stand skill.""}, {""role_name"": ""Circus Performer"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""16K LKR"", ""description"": ""Physical program general become article lose radio.""}, {""role_name"": ""Cameo Appearance"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""15K LKR"", ""description"": ""Blue health member environment almost scene as single.""}, {""role_name"": ""Stunt Performer"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Series staff because thousand ability tend prove firm herself bring can.""}, {""role_name"": ""Background Actor"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Hospital positive community eight decision audience travel bar answer simple compare.""}]",Approved
12,TV,Total maximized matrix,"Tax billion lead member. Discuss degree far.
Inside language outside these however. Age administration specific you American cause great thank. But none open try very somebody data.",2026-01-07,2026-02-28,Book wait laugh thing position account scene society. What writer student break hand.,0.27,kvance,premium,"{""rehearsal_date"": ""2025-12-27"", ""shooting_start"": ""2026-01-18"", ""duration"": ""1 months""}","[""Kandy""]","[{""role_name"": ""Set Decoration Assistant"", ""compensation"": ""47K LKR""}, {""role_name"": ""Director"", ""compensation"": ""15K LKR""}, {""role_name"": ""Production Coordinator"", ""compensation"": ""32K LKR""}, {""role_name"": ""Location Manager"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Puppeteer"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""World world yourself walk summer soon wonder pull design wear else under bank.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Remain make finally east space difficult protect agent great meeting full.""}, {""role_name"": ""Protagonist"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Poor just site down simply put rest sometimes recent particularly rule.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""26K LKR"", ""description"": ""Mention sister debate road break choice live attention service.""}, {""role_name"": ""Puppeteer"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""19K LKR"", ""description"": ""Up sing computer now space need site yeah mission.""}, {""role_name"": ""Cameo Appearance"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""32K LKR"", ""description"": ""Last ground dog statement identify few growth most.""}]",Approved
13,Theater,Persistent composite challenge,"Shoulder identify meeting myself mission relate brother.
Leave model visit wonder guy create because note. Item strategy box last child rise.",2024-05-09,2024-07-23,"Agreement tax claim whatever produce. Listen machine cost second pretty. Assume group modern reduce.
Personal nice vote way focus religious.",0.93,sosajamie,premium,"{""rehearsal_date"": ""2024-04-27"", ""shooting_start"": ""2024-05-17"", ""duration"": ""2 months""}","[""Trincomalee""]","[{""role_name"": ""Camera Operator"", ""compensation"": ""47K LKR""}, {""role_name"": ""Production Accountant"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Musical Performer"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""27K LKR"", ""description"": ""Effort first majority day continue growth black career bag six box.""}, {""role_name"": ""Background Actor"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""35K LKR"", ""description"": ""Yeah almost foot true response explain investment.""}, {""role_name"": ""Cameo Appearance"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""35K LKR"", ""description"": ""Ten home bed cold right fish treatment red action.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""15K LKR"", ""description"": ""Return begin nation wall second director trip door remember become use season cup.""}, {""role_name"": ""Circus Performer"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""20K LKR"", ""description"": ""Question player plan resource quality between go whose man kitchen.""}]",Rejected
14,Theater,Networked 24/7 encryption,Question method sit environment. Similar brother mean. More recent really during account.,2026-03-27,2026-05-02,Guess least still fine. Defense difficult mind reach join property main itself.,0.69,shafferkaren,basic,"{""rehearsal_date"": ""2026-03-20"", ""shooting_start"": ""2026-04-01"", ""duration"": ""1 months""}","[""Trincomalee"", ""Galle"", ""Nuwara Eliya""]","[{""role_name"": ""Assistant Director"", ""compensation"": ""Negotiable""}, {""role_name"": ""Colorist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Screenwriter"", ""compensation"": ""34K LKR""}, {""role_name"": ""Set Decoration Assistant"", ""compensation"": ""44K LKR""}, {""role_name"": ""Set Dresser"", ""compensation"": ""44K LKR""}]","[{""role_name"": ""Celebrity Guest"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""29K LKR"", ""description"": ""Continue how if federal loss city soon and allow.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Rock design impact accept note that want morning support.""}, {""role_name"": ""Narrator"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""38K LKR"", ""description"": ""Feeling onto north build wife public because watch address.""}, {""role_name"": ""Commercial Model"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""25K LKR"", ""description"": ""Visit late always food chance collection about.""}, {""role_name"": ""Special Skills Performer"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""18K LKR"", ""description"": ""Hour leg magazine work center factor toward sense former tax fight me fear.""}]",Needs Review
15,TV,Synchronized secondary groupware,Employee by be partner end debate. Attention door however since military. Federal remain everything increase hope.,2024-10-11,2024-12-24,Blood onto spring every until American. Sport side public art face similar feeling two.,0.41,candace64,free,"{""rehearsal_date"": ""2024-09-29"", ""shooting_start"": ""2024-10-25"", ""duration"": ""2 months""}","[""Trincomalee"", ""Galle"", ""Nuwara Eliya""]","[{""role_name"": ""Runner"", ""compensation"": ""Negotiable""}, {""role_name"": ""Set Dresser"", ""compensation"": ""Negotiable""}, {""role_name"": ""Art Department Assistant"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Coordinator"", ""compensation"": ""24K LKR""}, {""role_name"": ""Assistant Camera"", ""compensation"": ""35K LKR""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Memory range professor short final not direction.""}, {""role_name"": ""Stand-up Comedian"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""32K LKR"", ""description"": ""Arm particular clearly road likely attorney push rest result.""}, {""role_name"": ""Stand-in"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Resource entire cultural area someone general.""}, {""role_name"": ""Silent Bit Actor"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""16K LKR"", ""description"": ""Glass choice purpose foreign approach marriage first morning some.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Above catch explain put single market help but often.""}, {""role_name"": ""Fight Coordinator"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""30K LKR"", ""description"": ""Resource police since thought night generation present.""}]",Approved
16,TV,Cross-platform explicit paradigm,"Line amount to. Interesting interview national new good.
Along book red environmental. Something follow conference much however. Cut catch west represent build southern pass.",2026-04-25,2026-10-17,Ten hold those follow strategy without. Many before director question inside.,0.22,vdoyle,basic,"{""rehearsal_date"": ""2026-04-15"", ""shooting_start"": ""2026-05-08"", ""duration"": ""5 months""}","[""Jaffna"", ""Colombo""]","[{""role_name"": ""Choreographer"", ""compensation"": ""44K LKR""}, {""role_name"": ""Script Reader"", ""compensation"": ""37K LKR""}]","[{""role_name"": ""Lead Actress"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Get responsibility radio method decision style both himself.""}, {""role_name"": ""Commercial Model"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Accept describe situation member song hot player though race usually debate exist over.""}, {""role_name"": ""Musician"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Federal establish magazine either minute hospital anyone hundred seven response political probably interview.""}]",Approved
17,Film,Exclusive multi-state interface,"Control eye whom type term. Threat more strong democratic long. What someone scientist letter.
Military course fine. Majority list perhaps name.",2025-11-22,2026-05-02,School address evening leader clear media political purpose. Prevent under admit green free. Piece fine tonight big. Owner general economic off face.,0.76,brittanymorse,premium,"{""rehearsal_date"": ""2025-11-04"", ""shooting_start"": ""2025-12-05"", ""duration"": ""5 months""}","[""Jaffna""]","[{""role_name"": ""Unit Production Manager"", ""compensation"": ""22K LKR""}, {""role_name"": ""Art Department Assistant"", ""compensation"": ""26K LKR""}]","[{""role_name"": ""Stunt Performer"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Whom down treatment book thousand between really lay.""}, {""role_name"": ""Supporting Actor"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Case minute civil can care company any hair win truth discussion movement simple.""}, {""role_name"": ""Special Skills Performer"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Table agency local performance not other wind effect.""}]",Needs Review
18,Documentary,Reverse-engineered neutral customer loyalty,"Maybe himself total defense range general. Hand smile view meet.
Appear end never sound mouth yourself ask whom. Or perhaps crime.
Hospital page measure production book. Explain social despite.",2026-04-23,2026-08-20,"Audience different and suffer wear project site. Thank person out I feeling most hope really.
Street though not citizen course.",0.63,odonnelljeremy,basic,"{""rehearsal_date"": ""2026-04-08"", ""shooting_start"": ""2026-05-07"", ""duration"": ""3 months""}","[""Nuwara Eliya"", ""Kandy"", ""Jaffna""]","[{""role_name"": ""Grip"", ""compensation"": ""23K LKR""}, {""role_name"": ""Transportation Coordinator"", ""compensation"": ""47K LKR""}]","[{""role_name"": ""Cameo Appearance"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""15K LKR"", ""description"": ""Improve western bad medical every doctor she reach large either clear.""}, {""role_name"": ""Puppeteer"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""39K LKR"", ""description"": ""Pretty over woman place network improve open research ahead follow option.""}, {""role_name"": ""Special Skills Performer"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""37K LKR"", ""description"": ""Film consumer career young to maybe course part free.""}, {""role_name"": ""Antagonist"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""15K LKR"", ""description"": ""Marriage political sign fly relationship activity remember practice material popular area.""}, {""role_name"": ""Narrator"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""34K LKR"", ""description"": ""Responsibility manager attack goal happen you dinner ground.""}]",Needs Review
19,Theater,Ergonomic secondary installation,"Expert security wife bring economy. Piece source feeling.
Agency similar large left line occur kid. Various space both place.",2025-06-24,2025-09-21,Personal we at cost. Forward sign ask food pull staff.,0.43,woodsusan,premium,"{""rehearsal_date"": ""2025-06-13"", ""shooting_start"": ""2025-06-27"", ""duration"": ""2 months""}","[""Trincomalee"", ""Nuwara Eliya""]","[{""role_name"": ""Casting Director"", ""compensation"": ""Negotiable""}, {""role_name"": ""Dolly Grip"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Fight Coordinator"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""College nature employee building conference hour design travel expect.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""21K LKR"", ""description"": ""Safe suffer toward drop mouth say good day unit table today new.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""That speech get party worry best recently radio happen.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Camera himself other commercial behind third trip.""}, {""role_name"": ""Host/Presenter"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Consumer line discover card wrong information cultural face spend off six simply stage.""}, {""role_name"": ""Radio Actor"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""24K LKR"", ""description"": ""Occur just perhaps research listen improve.""}]",Approved
20,Documentary,Reduced foreground info-mediaries,Campaign share trial him. Bank manager either open cut. Key toward production point suffer. Production black free during.,2024-11-18,2025-01-08,Very forget call year manager ago. Big reflect common money week. Foreign current allow give explain.,0.57,turnercynthia,free,"{""rehearsal_date"": ""2024-11-07"", ""shooting_start"": ""2024-11-29"", ""duration"": ""1 months""}","[""Trincomalee"", ""Galle""]","[{""role_name"": ""Production Sound Mixer"", ""compensation"": ""12K LKR""}, {""role_name"": ""Special Effects Supervisor"", ""compensation"": ""50K LKR""}, {""role_name"": ""Special Effects Supervisor"", ""compensation"": ""12K LKR""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Call pass work radio whose job term together debate.""}, {""role_name"": ""Singer"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Size send second community several although improve ability picture job.""}, {""role_name"": ""Theater Actor"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""26K LKR"", ""description"": ""Test student use growth put discover involve source heart life next carry.""}, {""role_name"": ""Lead Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""23K LKR"", ""description"": ""Ready suggest ok happen television week national woman rest role generation eight add.""}]",Needs Review
21,Film,Upgradable heuristic methodology,Open along easy class explain sea again. Option you really big region weight. Coach relationship relate fill suggest but. Support process those author down artist.,2024-05-10,2024-08-01,Million easy wish garden part during black. Wonder story us beat little.,0.61,jasongriffin,free,"{""rehearsal_date"": ""2024-04-19"", ""shooting_start"": ""2024-05-17"", ""duration"": ""2 months""}","[""Jaffna"", ""Galle""]","[{""role_name"": ""Craft Services"", ""compensation"": ""17K LKR""}, {""role_name"": ""Hair Stylist"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Puppeteer"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""37K LKR"", ""description"": ""They industry strong but source official guy air role trial magazine join goal.""}, {""role_name"": ""Musical Performer"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""32K LKR"", ""description"": ""Mouth position purpose mouth way look realize food mention daughter.""}, {""role_name"": ""Silent Bit Actor"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Door discussion still box unit certain join special identify attorney call produce visit article.""}, {""role_name"": ""Guest Star"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Resource authority management door write special bag large positive everything.""}, {""role_name"": ""Theater Actor"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Future often report dark hear price build seem major may several.""}, {""role_name"": ""Cameo Appearance"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Each nothing dog increase tend worker trade including old card information mission.""}]",Needs Review
22,Documentary,Ergonomic heuristic hardware,"Generation somebody economy much sort that. Career challenge forward stay like less guess. Perhaps generation probably religious win stage there.
Present join simple five foreign.",2024-11-12,2025-04-15,Travel certain determine food rest spend house. Interesting system participant quality.,0.34,robertfreeman,premium,"{""rehearsal_date"": ""2024-11-03"", ""shooting_start"": ""2024-11-13"", ""duration"": ""5 months""}","[""Colombo"", ""Trincomalee"", ""Nuwara Eliya""]","[{""role_name"": ""Foley Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Choreographer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Boom Operator"", ""compensation"": ""Negotiable""}, {""role_name"": ""Sound Re-recording Mixer"", ""compensation"": ""18K LKR""}]","[{""role_name"": ""Elderly Actor"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""25K LKR"", ""description"": ""Democratic pay agent major door meeting thought.""}, {""role_name"": ""Commercial Model"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Thank scientist song attention page maintain draw entire social sister determine.""}, {""role_name"": ""Puppeteer"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""18K LKR"", ""description"": ""Either expect security speech coach green main see focus born sort position.""}, {""role_name"": ""Musician"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""16K LKR"", ""description"": ""Prevent identify pass hear something sure society treatment stop song five second.""}, {""role_name"": ""Dancer"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""16K LKR"", ""description"": ""Response thing design near behavior ever police.""}, {""role_name"": ""Child Actor"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""18K LKR"", ""description"": ""Subject college family game enough follow travel.""}]",Approved
23,Theater,Open-architected background orchestration,Upon hear shoulder. Play season report light none look run. Own hair likely bit Mrs property discussion artist.,2025-08-21,2026-02-04,"Military partner according offer language.
Home a great difficult themselves. Responsibility impact leave chance. Give manager buy space.",0.01,brian12,premium,"{""rehearsal_date"": ""2025-08-01"", ""shooting_start"": ""2025-08-26"", ""duration"": ""5 months""}","[""Nuwara Eliya"", ""Colombo""]","[{""role_name"": ""Foley Artist"", ""compensation"": ""35K LKR""}, {""role_name"": ""Editor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Sound Mixer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Publicist"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Singer"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""26K LKR"", ""description"": ""Money process miss win audience day.""}, {""role_name"": ""Supporting Actor"", ""gender"": ""Male"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Star wish recent serve mean those outside surface.""}, {""role_name"": ""Protagonist"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Appear item industry about cut around can second network coach network Mrs nor.""}, {""role_name"": ""Theater Actor"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Term international high show short song sometimes in another guy family let prepare.""}]",Approved
24,Theater,Re-engineered multimedia forecast,"During goal individual give. Catch player trip claim operation explain.
Success whose meeting today. Task thought audience crime.",2025-07-28,2025-11-28,Business minute few color a future she. Two thus add question fish owner miss. Kid federal human school yard.,0.54,cynthia11,free,"{""rehearsal_date"": ""2025-07-09"", ""shooting_start"": ""2025-08-09"", ""duration"": ""4 months""}","[""Jaffna"", ""Galle"", ""Nuwara Eliya""]","[{""role_name"": ""Makeup Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Assistant Editor"", ""compensation"": ""24K LKR""}, {""role_name"": ""Assistant Camera"", ""compensation"": ""41K LKR""}, {""role_name"": ""Sound Mixer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Director"", ""compensation"": ""41K LKR""}]","[{""role_name"": ""Magician"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Sometimes happy generation property us safe executive outside.""}, {""role_name"": ""Supporting Actress"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Interest stay capital believe knowledge no main collection.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""House color this my wife main real food charge.""}, {""role_name"": ""Elderly Actor"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""31K LKR"", ""description"": ""Get Mr citizen second run perhaps consider heart performance item.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""23K LKR"", ""description"": ""One well affect herself affect president soldier.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Relationship least raise bill middle we society.""}]",Needs Review
25,TV,Configurable 3rdgeneration initiative,"Store improve send really drug deep small.
Street leave determine police. Explain order apply family peace during remember.
Wonder mind visit general ready provide quite however.",2024-11-11,2025-05-03,Billion way say stop former west. Develop step affect phone may. Easy music claim site cause attention none so.,0.56,courtneygeorge,premium,"{""rehearsal_date"": ""2024-10-24"", ""shooting_start"": ""2024-11-24"", ""duration"": ""5 months""}","[""Galle"", ""Jaffna""]","[{""role_name"": ""Catering Coordinator"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Sound Mixer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Assistant Editor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Makeup Artist"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""18K LKR"", ""description"": ""Growth become keep myself care tell none various car.""}, {""role_name"": ""Celebrity Guest"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""21K LKR"", ""description"": ""Seem role actually specific himself manage clearly him garden lead.""}, {""role_name"": ""Narrator"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Cold should language yourself future old.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""18K LKR"", ""description"": ""Meeting take difficult ever indicate act.""}]",Needs Review
26,Theater,Open-source regional Local Area Network,Bill end both indicate air movement share he. Ability price knowledge. Wide early rich.,2024-10-06,2025-02-22,Cause president town military time feeling situation. Possible throughout statement into success score among.,0.95,hhuffman,basic,"{""rehearsal_date"": ""2024-09-28"", ""shooting_start"": ""2024-10-13"", ""duration"": ""4 months""}","[""Jaffna"", ""Galle""]","[{""role_name"": ""Unit Production Manager"", ""compensation"": ""Negotiable""}, {""role_name"": ""Choreographer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Casting Director"", ""compensation"": ""Negotiable""}, {""role_name"": ""Grip"", ""compensation"": ""39K LKR""}]","[{""role_name"": ""Precision Driver"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""15K LKR"", ""description"": ""Now option cup tough thing result.""}, {""role_name"": ""Background Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""30K LKR"", ""description"": ""Model hard health around will travel effort method listen land great.""}, {""role_name"": ""Mime Artist"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Recognize animal personal TV agent current song actually.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Male"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Such of sound dog term carry.""}, {""role_name"": ""Stand-up Comedian"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Time detail street in step beautiful before experience.""}, {""role_name"": ""Fight Coordinator"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""17K LKR"", ""description"": ""Senior agent miss several evidence reduce bring relate clearly story produce some short.""}]",Rejected
27,Film,Virtual holistic methodology,"Surface southern address onto economic she newspaper tax. Within term development lay.
Light strategy dinner yeah economy tough fight. Follow meeting measure opportunity toward.",2025-11-28,2026-02-23,"Product walk then better act. Impact family interest knowledge.
Wife team sure product model television bar much.",0.77,lisa17,basic,"{""rehearsal_date"": ""2025-11-08"", ""shooting_start"": ""2025-12-03"", ""duration"": ""2 months""}","[""Jaffna"", ""Galle""]","[{""role_name"": ""Driver"", ""compensation"": ""Negotiable""}, {""role_name"": ""Choreographer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Driver"", ""compensation"": ""13K LKR""}]","[{""role_name"": ""Commercial Model"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""38K LKR"", ""description"": ""Evening them own strategy voice animal thus what sort doctor.""}, {""role_name"": ""Lead Actress"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""40K LKR"", ""description"": ""State appear threat minute do himself center.""}, {""role_name"": ""Teen Actor"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""35K LKR"", ""description"": ""Another paper resource then beat however the before.""}, {""role_name"": ""Child Actor"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Value mission find cut field civil most force.""}, {""role_name"": ""Commercial Model"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""27K LKR"", ""description"": ""Pull with class clear population concern still his save.""}, {""role_name"": ""Silent Bit Actor"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""36K LKR"", ""description"": ""Over follow explain region available western explain clearly writer third.""}]",Needs Review
